psi,theta
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
83,0.16415
84,0.16415
84,0.163299993
84,0.162450001
84,0.161599994
84,0.160750002
84,0.160750002
84,0.160750002
84,0.160750002
84,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
85,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.160750002
86,0.159050003
86,0.158199996
86,0.157350004
86,0.157350004
86,0.157350004
86,0.157350004
86,0.157350004
86,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
87,0.157350004
88,0.157350004
88,0.157350004
88,0.157350004
88,0.157350004
89,0.157350004
89,0.157350004
89,0.156499997
90,0.155650005
90,0.154799998
90,0.153950006
91,0.153950006
91,0.153950006
91,0.153950006
91,0.153950006
92,0.153950006
92,0.153950006
92,0.153950006
92,0.153950006
92,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
93,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
94,0.153950006
95,0.153950006
95,0.153950006
95,0.153950006
95,0.153099999
96,0.152250007
96,0.1514
96,0.150549993
96,0.150549993
96,0.150549993
97,0.150549993
97,0.150549993
97,0.150549993
97,0.150549993
97,0.150549993
98,0.150549993
98,0.150549993
98,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
99,0.150549993
100,0.150549993
100,0.150549993
100,0.150549993
100,0.150549993
100,0.150549993
100,0.150549993
100,0.149700001
100,0.148849994
101,0.148000002
101,0.147149995
101,0.147149995
101,0.147149995
101,0.147149995
101,0.147149995
101,0.147149995
101,0.147149995
101,0.147149995
101,0.147149995
102,0.147149995
102,0.147149995
102,0.147149995
102,0.147149995
102,0.147149995
102,0.147149995
103,0.147149995
103,0.147149995
103,0.147149995
103,0.147149995
104,0.147149995
104,0.147149995
104,0.147149995
104,0.147149995
105,0.147149995
105,0.147149995
105,0.147149995
105,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.149700001
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
105,0.147149995
106,0.147149995
105,0.147149995
106,0.147149995
105,0.147149995
106,0.147149995
105,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.147149995
106,0.146300003
106,0.145449996
106,0.143749997
107,0.143749997
107,0.143749997
107,0.143749997
108,0.143749997
108,0.143749997
108,0.143749997
109,0.143749997
109,0.143749997
109,0.143749997
109,0.143749997
110,0.143749997
110,0.143749997
110,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.147149995
111,0.147149995
111,0.145449996
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
111,0.143749997
112,0.143749997
112,0.143749997
112,0.143749997
113,0.143749997
113,0.143749997
113,0.143749997
114,0.143749997
114,0.143749997
115,0.143749997
115,0.143749997
115,0.143749997
116,0.143749997
116,0.143749997
117,0.142900005
117,0.142900005
117,0.142049998
117,0.142049998
118,0.142049998
118,0.141200006
118,0.141200006
117,0.140349999
117,0.140349999
117,0.140349999
116,0.140349999
116,0.140349999
116,0.141200006
116,0.140349999
116,0.140349999
116,0.143749997
116,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
117,0.143749997
118,0.143749997
118,0.143749997
118,0.143749997
118,0.143749997
118,0.143749997
118,0.143749997
119,0.143749997
119,0.143749997
119,0.142900005
120,0.141200006
120,0.140349999
121,0.140349999
121,0.140349999
122,0.140349999
122,0.140349999
123,0.140349999
123,0.140349999
124,0.140349999
124,0.140349999
125,0.140349999
125,0.140349999
126,0.140349999
126,0.140349999
126,0.140349999
126,0.140349999
127,0.140349999
127,0.140349999
127,0.140349999
127,0.140349999
127,0.140349999
127,0.140349999
126,0.140349999
126,0.140349999
126,0.140349999
126,0.140349999
126,0.140349999
126,0.139500007
126,0.181999996
137,0.246600002
